_id,PX,MAIN_STREET,MIDBLOCK_ROUTE,SIDE1_STREET,SIDE2_STREET,PRIVATE_ACCESS,ADDITIONAL_INFO,ACTIVATIONDATE,SIGNALSYSTEM,NON_SYSTEM,CONTROL_MODE,PEDWALKSPEED,APS_OPERATION,NUMBEROFAPPROACHES,OBJECTID,GEO_ID,NODE_ID,AUDIBLEPEDSIGNAL,TRANSIT_PREEMPT,FIRE_PREEMPT,RAIL_PREEMPT,MI_PRINX,BICYCLE_SIGNAL,UPS,LED_BLANKOUT_SIGN,LPI_NORTH_IMPLEMENTATION_DATE,LPI_SOUTH_IMPLEMENTATION_DATE,LPI_EAST_IMPLEMENTATION_DATE,LPI_WEST_IMPLEMENTATION_DATE,LPI_COMMENT,geometry
1162,1165,BIRCHMOUNT RD,None,TIMBERBANK BLVD,GLENDOWER CRCT,None,None,1981-06-05T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1162,105795,13443775,,,,,1162,,,,2020-12-01T05:00:00,2020-12-01T05:00:00,2020-12-01T05:00:00,2020-12-01T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.30515799396044, 43.79711500414756]]}"
1163,1166,LAWRENCE AVE E,None,COLLINSGROVE RD,LING RD,None,None,1981-04-06T04:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1163,108089,13447093,1,,,,1163,,,,2022-02-16T05:00:00,2022-02-16T05:00:00,2018-09-13T04:00:00,2018-09-13T04:00:00,North & South: Crosswalk,"{'type': 'MultiPoint', 'coordinates': [[-79.18283599797546, 43.76917300214382]]}"
1164,1167,BIRCHMOUNT RD,None,L AMOREAUX DR,SILVER SPRINGS BLVD,None,None,1981-11-06T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1164,105259,13443374,1,,,,1164,,,,2020-12-01T05:00:00,2020-12-01T05:00:00,2020-12-01T05:00:00,2020-12-01T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.3070660045927, 43.80064699674139]]}"
1165,1168,BATHURST ST,None,CODSELL AVE,None,None,None,1981-06-17T04:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,3,1165,440303,13449155,,1,,,1165,,,,2021-12-03T05:00:00,2021-12-03T05:00:00,2021-12-03T05:00:00,2021-12-03T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.43925700241905, 43.758654003266]]}"
1166,1169,SHEPPARD AVE W,None,BEECROFT RD,None,None,None,1981-06-18T04:00:00,SCOOT,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1166,439820,13448755,,,,,1166,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41315999825879, 43.76102699714343]]}"
1167,1170,BRIMLEY RD,None,HUNTINGWOOD DR,None,None,None,1976-04-14T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1167,105242,13443575,1,,,,1167,,,,2024-05-08T04:00:00,2024-05-08T04:00:00,2024-05-08T04:00:00,2024-05-08T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.27336599767851, 43.79840700252725]]}"
1168,1171,BRIMLEY RD,None,TRITON RD,None,None,None,1977-06-21T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1168,107766,13446676,,,,,1168,,,,2021-07-05T04:00:00,2021-07-05T04:00:00,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.26243012213068, 43.77337425209013]]}"
1169,1172,JANE ST,None,EDDYSTONE AVE,None,None,None,1979-12-21T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1169,10093028,13450723,,1,,,1169,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.51568400505344, 43.749146998096215]]}"
1170,1173,KEELE ST,None,TORO RD,None,None,None,1979-11-05T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1170,9311859,13449077,,,,,1170,,,,,,2023-02-17T05:00:00,2023-02-17T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.49008200024349, 43.759827995825454]]}"
1171,1174,KIPLING AVE,None,TABER RD,PRIVATE ACCESS,None,None,1978-12-10T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1171,907832,13455408,1,,,,1171,,,,2023-04-19T04:00:00,2023-04-19T04:00:00,2023-04-19T04:00:00,2023-04-19T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.57039799512962, 43.719406003814555]]}"
1172,1175,MCCOWAN RD,None,CHANNEL NINE CRT,MILNER AVE,None,None,1976-07-14T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1172,106625,13445175,,,,,1172,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.25647499423508, 43.785381004374905]]}"
1173,1176,FINCH AVE E,None,MCCOWAN RD,None,None,None,1976-08-04T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1173,104260,13442643,,1,,,1173,,,,2020-10-01T04:00:00,2020-10-01T04:00:00,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.26650600469341, 43.80802599930859]]}"
1174,1177,FINCH AVE E,None,SANDHURST CRCL,None,None,WEST INTERSECTION,1978-01-09T05:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1174,7531000,13442730,,1,,,1174,,,,,,2020-08-21T04:00:00,2020-08-21T04:00:00,LPI added for NS NOT EW,"{'type': 'MultiPoint', 'coordinates': [[-79.2703919992287, 43.807186003861965]]}"
1175,1178,FINCH AVE E,None,BRIMLEY RD,None,None,None,1976-05-28T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1175,104586,13442866,,,,,1175,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.27740000299539, 43.805705998656]]}"
1176,1179,FINCH AVE E,None,ALEXMUIR BLVD,CHARTLAND BLVD S,None,None,1979-04-27T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1176,104675,13442967,1,1,,,1176,,,,2022-11-24T05:00:00,2022-11-24T05:00:00,2019-09-19T04:00:00,2019-09-19T04:00:00,North & South: Crosswalk; dates for NS and EW are swapped,"{'type': 'MultiPoint', 'coordinates': [[-79.28215099915226, 43.80464400281898]]}"
1177,1180,FINCH AVE E,None,MIDLAND AVE,None,None,None,1976-07-04T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1177,5070578,13443046,1,,,,1177,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.28629300178498, 43.80375100026192]]}"
1178,1181,FINCH AVE E,None,GORDON BAKER RD,FINCH E 404 N RAMP,None,None,1976-10-11T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1178,436974,13444088,1,,,,1178,,,,,,2021-06-18T04:00:00,2021-06-18T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.34126100456429, 43.79514700001246]]}"
1179,1182,FINCH AVE E,None,404 S FINCH RAMP,None,None,HWY 404 WEST INTERSECTION,1976-10-11T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1179,436668,13444148,,,,,1179,,1,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.34566600530107, 43.79473999830588]]}"
1180,1183,FINCH AVE E,None,AU LARGE BLVD,SENECA HILL DR,None,None,1977-01-11T05:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1180,30073909,13444278,1,,1,,1180,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.35044100159776, 43.79362999902834]]}"
1181,1184,MORNINGSIDE AVE,None,CORONATION DR,None,None,None,1978-10-13T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1181,108846,13448171,1,,,,1181,,,,,,2019-12-04T05:00:00,2019-12-04T05:00:00,North & South: Crosswalk,"{'type': 'MultiPoint', 'coordinates': [[-79.18360999379011, 43.76191200176843]]}"
1182,1185,STEELES AVE E,None,TOWNSEND RD,STEELES AV E 404 S RAMP,None,None,1978-05-31T04:00:00,SCOOT,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1182,436108,13442457,1,,,,1182,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.35755500349336, 43.811917002403604]]}"
1183,1186,FINCH AVE E,None,BRIDLETOWNE CRCL,None,None,WEST INTERSECTION,1976-06-16T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1183,30073908,13443970,1,1,,,1183,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.31931199867118, 43.79585099695419]]}"
1184,1187,PHARMACY AVE,None,BRIAN AVE,None,None,None,1979-12-13T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,3,1184,110294,13450728,1,,,,1184,,,,2024-06-14T04:00:00,2024-06-14T04:00:00,2024-06-14T04:00:00,2024-06-14T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.30583699745799, 43.7462059987324]]}"
1185,1188,KINGSTON RD,None,MANSE RD,None,None,None,1978-02-28T05:00:00,SCATS,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),Pushbutton Actuated,4,1185,107520,13446300,1,,,,1185,,,,,,2019-10-23T04:00:00,2019-10-23T04:00:00,North & South: Crosswalk,"{'type': 'MultiPoint', 'coordinates': [[-79.1779709991067, 43.774857998451814]]}"
1186,1189,KINGSTON RD,None,BEECHGROVE DR,PRIVATE ACCESS,None,None,1978-02-16T05:00:00,SCATS,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1186,107413,13446091,1,,,,1186,,,,2023-04-12T04:00:00,2023-04-12T04:00:00,2021-06-07T04:00:00,2021-06-07T04:00:00,LPI implemented on Private access/Beechgrove Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.17355800498635, 43.77649500436006]]}"
1187,1190,STEELES AVE E,None,PHARMACY AVE,ESNA PARK DR,None,None,1978-09-19T04:00:00,SCOOT,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1187,103689,13442123,1,1,,,1187,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.33646500249247, 43.81685799929855]]}"
1188,1191,STEELES AVE E,None,WARDEN AVE,None,None,None,1978-09-22T04:00:00,SCOOT,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1188,14228227,13442003,,,,,1188,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.32443600123831, 43.8196309971665]]}"
1189,1192,STEELES AVE E,None,KENNEDY RD,None,None,None,1975-05-12T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1189,103197,13441814,1,,,,1189,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.30706599633154, 43.82368900210314]]}"
1190,1193,KINGSTON RD,None,CELESTE DR,PRIVATE ACCESS,GUILDWOOD GO STATION,None,1979-06-29T04:00:00,SCATS,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1190,109346,13448888,1,,,,1190,,,,,,2021-01-07T05:00:00,2021-01-07T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.19929900102733, 43.75703899768404]]}"
1191,1194,BATHURST ST,None,BAINBRIDGE AVE,RAOUL WALLENBERG,None,None,1977-11-18T05:00:00,TransSuite,None,SA2,0.9 m/s (FDW based on full crossing @ 1.1 m/s),None,4,1191,9246617,13450331,,1,,,1191,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.43733600115401, 43.75076300374927]]}"
1192,1195,ELLESMERE RD,None,MILITARY TRL,None,None,None,1975-09-09T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1192,106501,13444869,1,1,,,1192,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.18830999398268, 43.78657800235454]]}"
1193,1196,DUFFERIN ST,None,DOLOMITE DR,PRIVATE ACCESS,ENVIRONMENT CANADA,None,1977-12-30T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1193,10280133,13446092,,,,,1193,,1,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46981899711393, 43.78084299619972]]}"
1194,1197,DUFFERIN ST,None,MARTIN ROSS AVE,PRIVATE ACCESS,G. ROSS LORD PARK,None,1977-12-30T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1194,10280130,13446837,,,,,1194,,1,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46846799407881, 43.77519299972226]]}"
1195,1198,ISLINGTON AVE,None,MILADY RD,None,None,None,1977-10-18T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1195,30103889,13450370,,,,,1195,,,,2021-01-04T05:00:00,2021-01-04T05:00:00,2021-01-04T05:00:00,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.56835899495269, 43.75228899866336]]}"
1196,1199,ISLINGTON AVE,None,MILLWICK DR,MUIR AVE,None,None,1977-10-19T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1196,8492438,13449213,,,,,1196,,,,2021-01-04T05:00:00,2021-01-04T05:00:00,2021-01-04T05:00:00,2021-01-04T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.57181900338561, 43.76002700346489]]}"
1197,1200,SHEPPARD AVE E,None,DORIS AVE,None,None,None,1978-04-01T04:00:00,SCOOT,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1197,11835329,13448605,,,,,1197,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.40826399456913, 43.76210100131472]]}"
1198,1201,KINGSTON RD,None,PORT UNION RD,SHEPPARD AVE E,None,None,1968-07-06T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1198,4417422,13443303,1,,,,1198,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.1462229994315, 43.798924001528235]]}"
1199,1202,KINGSTON RD,None,401 C E 2A W RAMP,None,None,None,1981-05-02T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1199,13503383,13503044,,,,,1199,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.1525300006248, 43.79488700366184]]}"
1200,1203,MARKHAM RD,None,MILNER AVE,None,None,None,1977-10-21T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1200,106256,13444590,,,,,1200,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.23705800173174, 43.78955400002201]]}"
1201,1204,ISLINGTON AVE,None,DUNCANWOODS DR,ROWNTREE MILL RD,None,None,1977-10-18T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1201,8492619,13449995,,,,,1201,,,,2021-01-04T05:00:00,2021-01-04T05:00:00,2021-01-04T05:00:00,2021-01-04T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.5688679968997, 43.75470899823274]]}"
1202,1205,FINCH AVE E,None,KENNETH AVE,None,None,None,1978-04-10T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1202,437812,13446040,1,1,,,1202,,,,,,2020-08-21T04:00:00,2020-08-21T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.41231500396675, 43.780475001169094]]}"
1203,1206,FINCH AVE W,None,TALBOT RD,None,None,None,1978-08-24T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1203,14234749,13446359,,1,,,1203,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.42298499999647, 43.778122999675524]]}"
1204,1207,CARLINGVIEW DR,None,DISCO RD,None,None,None,1978-02-13T05:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1204,8327658,13458633,,,,,1204,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.60147399687197, 43.69974599799459]]}"
1205,1208,STEELES AVE W,None,ISLINGTON AVE,None,None,None,1976-04-06T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1205,439767,13448601,,,,,1205,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.5748710055469, 43.76434300305634]]}"
1206,1209,STEELES AVE W,None,FENMAR DR,PINE VALLEY DR,None,None,1978-08-09T04:00:00,TransSuite,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1206,439551,13448285,,,,,1206,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.564783997388, 43.76654500319668]]}"
1207,1210,KIPLING AVE,None,GREENSBORO DR,RONSON DR,None,None,1976-04-06T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1207,908274,13458112,,,,,1207,,1,,2023-03-24T04:00:00,2023-03-24T04:00:00,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.56237499915194, 43.70259199744569]]}"
1208,1211,KIPLING AVE,None,BETHRIDGE RD,PRIVATE ACCESS,HOME DEPOT,None,1977-12-21T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1208,908116,13457060,1,,,,1208,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.56551499961029, 43.70915199809543]]}"
1209,1212,MARTIN GROVE RD,None,RACINE RD,None,None,None,1976-10-06T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1209,60003511,13455866,,,,,1209,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.58239899760181, 43.71668700291346]]}"
1210,1213,JANE ST,None,DRIFTWOOD AVE,MILO PARK GT,None,None,1977-10-26T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1210,439448,13448292,,1,,,1210,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.51968799509103, 43.76590800202943]]}"
1211,1214,STEELES AVE W,None,FOUNDERS RD,None,None,None,1978-10-19T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,3,1211,438163,13446357,,,,,1211,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.50433900557373, 43.779235997768396]]}"
1212,1215,KEELE ST,None,ST REGIS CRES,PRIVATE ACCESS,TOWNHOUSE COMPLEX,None,1976-09-16T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1212,9278908,13449857,1,,,,1212,,,,2021-06-28T04:00:00,2021-06-28T04:00:00,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.48876199775445, 43.75451200341789]]}"
1213,1216,SHEPPARD AVE W,None,TUSCAN GT,PRIVATE ACCESS,None,None,1976-08-09T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1213,30107577,13450103,,,,,1213,,,,2021-01-12T05:00:00,2021-01-12T05:00:00,2021-01-12T05:00:00,2021-01-12T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.48273500357934, 43.75284500416553]]}"
1214,1217,WARDEN AVE,None,BRIDLETOWNE CRCL,None,None,SOUTH INTERSECTION,1980-05-21T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1214,7514990,13444409,1,,,,1214,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.31388199476763, 43.79217900266702]]}"
1215,1218,FINCH AVE E,None,BRIDLETOWNE CRCL,None,None,EAST INTERSECTION,1978-08-31T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1215,4435020,13443752,,,,,1215,,,,,,2021-06-04T04:00:00,2021-06-04T04:00:00,LPI in on East-West Crosswalk,"{'type': 'MultiPoint', 'coordinates': [[-79.31231300020669, 43.797486996038536]]}"
1216,1219,PORT UNION RD,None,ISLAND RD,PORT UNION N 401 C E RAMP,None,None,1972-11-15T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1216,9109590,13443640,,,,,1216,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.14349699618013, 43.79592599744313]]}"
1217,1220,SHEPPARD AVE E,None,MEADOWVALE RD,None,None,None,1974-02-08T05:00:00,SCATS,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1217,13975216,13442521,1,,,,1217,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.17081100202995, 43.808375996435736]]}"
1218,1221,FINCH AVE W,None,VIRGILWOOD DR,PRIVATE ACCESS,BRANSON HOSPITAL,None,1977-11-25T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1218,9171904,13447120,,,,,1218,,,,2022-11-24T05:00:00,2022-11-24T05:00:00,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.4482169963563, 43.772856999190644]]}"
1219,1222,NEILSON RD,None,SHEPPARD AVE E,None,None,None,1979-12-13T05:00:00,SCATS,None,SA1,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1219,105390,13443509,,,,,1219,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.2176649956686, 43.798121999909654]]}"
1220,1223,FINCH AVE W,None,PEARLDALE AVE,ARDWICK BLVD,None,None,1977-07-26T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1220,12697747,13451044,,1,,,1220,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.5623589980437, 43.747765004278094]]}"
1221,1224,FINCH AVE W,None,JOHN GARLAND BLVD,SILVERSTONE DR,None,None,1978-11-08T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1221,907123,13452977,,1,,,1221,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.59495599650616, 43.73601700275266]]}"
1222,1225,KING ST W,None,PORTLAND ST,None,None,None,1984-09-25T04:00:00,TransSuite,None,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1222,10223995,13467654,,1,,,1222,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.40009700468637, 43.64445299937077]]}"
1223,1226,WESTON RD,None,ORMONT DR,None,None,None,1978-12-05T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1223,439625,13448484,,,,,1223,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54536399402838, 43.76487400272824]]}"
1224,1227,WESTON RD,None,STARVIEW LANE,PRIVATE ACCESS,None,None,1978-12-21T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1224,10527859,13454328,,,,,1224,,,,2023-12-28T05:00:00,2023-12-28T05:00:00,2023-12-28T05:00:00,2023-12-28T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.53558599384279, 43.72635199563116]]}"
1225,1228,FAIRVIEW MALL DR,None,GODSTONE RD,PRIVATE ACCESS,FAIRVIEW MALL,None,1976-08-18T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1225,437852,13446033,1,,,,1225,,,,,,2019-10-23T04:00:00,2019-10-23T04:00:00,North & South: Crosswalk,"{'type': 'MultiPoint', 'coordinates': [[-79.34573500562284, 43.77963400325862]]}"
1226,1229,STEELES AVE W,None,TORRESDALE AVE,THURMAN RD,None,None,1978-09-20T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1226,10324755,13444817,1,,,,1226,,,,2021-04-21T04:00:00,2021-04-21T04:00:00,2021-04-21T04:00:00,2021-04-21T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.45303400061997, 43.790810998334486]]}"
1227,1230,STEELES AVE W,None,HIDDEN TRL,CONLEY ST,None,None,1979-12-21T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,4,1227,3327207,13445128,1,,,,1227,,,,,,2021-04-21T04:00:00,2021-04-21T04:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46318799985973, 43.78864700208932]]}"
1228,1231,STEELES AVE W,None,ALNESS ST,None,None,None,1976-07-23T04:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1228,437706,13445620,,,,,1228,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.481056997688, 43.784700001585485]]}"
1229,1232,STEELES AVE W,None,SIGNET DR,OLD WESTON RD,None,None,1976-03-05T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1229,11267576,13447608,,,,,1229,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.54344800096531, 43.77091999953198]]}"
1230,1233,LESLIE ST,30m NORTH OF,RAVEL RD,None,None,None,1975-10-30T04:00:00,TransSuite,None,PA - MPS,1.0 m/s (FDW based on full crossing @1.2m/s),Pushbutton Actuated,2,1230,436876,13444586,1,,,,1230,,,,,,,,Ped signal (no L or R turns),"{'type': 'MultiPoint', 'coordinates': [[-79.36838800368254, 43.79155499937598]]}"
1231,1234,DUFFERIN ST,None,OVERBROOK PL,STEEPROCK DR,None,None,1973-12-08T05:00:00,TransSuite,None,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1231,5343334,13448866,,,,,1231,,1,,2022-11-10T05:00:00,2022-11-10T05:00:00,2022-11-10T05:00:00,2022-11-10T05:00:00,None,"{'type': 'MultiPoint', 'coordinates': [[-79.46521099416061, 43.761042000482995]]}"
1232,1235,SIGNET DR,None,FENMAR DR,None,None,None,1979-05-24T04:00:00,TransSuite,None,FT,1.0 m/s (FDW based on full crossing @1.2m/s),None,4,1232,440515,13449359,,,,,1232,,,,,,,,None,"{'type': 'MultiPoint', 'coordinates': [[-79.53894599863868, 43.75848299895947]]}"
